zipcode,Quantity
00601,22
00602,119
00603,151
00606,7
00610,77
00612,228
00616,7
00617,85
00622,25
00623,131
00624,54
00627,72
00637,92
00638,30
00641,71
00646,157
00647,8
00650,40
00652,9
00653,27
00656,27
00659,62
00660,74
00662,203
00664,30
00667,45
00669,65
00670,18
00674,163
00676,68
00677,38
00678,129
00680,166
00682,127
00683,81
00685,75
00687,92
00688,16
00690,37
00692,110
00693,208
00694,1
00698,124
00703,26
00704,28
00705,67
00707,33
00714,58
00715,15
00716,148
00717,64
00718,65
00719,23
00720,15
00723,45
00725,398
00727,194
00728,156
00729,153
00730,148
00731,26
00735,38
00736,141
00738,142
00739,159
00740,2
00741,15
00745,174
00751,66
00754,91
00757,85
00766,55
00767,58
00769,113
00771,130
00772,24
00773,80
00777,131
00778,159
00780,92
00782,20
00783,63
00784,144
00791,149
00794,43
00795,110
00901,29
00907,63
00909,19
00911,22
00912,22
00913,22
00915,119
00917,99
00918,61
00920,90
00921,152
00923,133
00924,222
00925,20
00926,399
00927,57
00949,346
00952,34
00953,265
00956,312
00957,193
00959,216
00961,153
00962,87
00965,22
00966,79
00968,12
00969,178
00971,25
00976,196
00979,86
00982,78
00983,169
00985,195
00987,231
32003,60
32009,4
32011,26
32034,56
32065,77
32068,106
32073,49
32081,42
32082,36
32084,69
32092,106
32095,48
32097,53
32114,71
32117,107
32118,54
32119,67
32124,65
32127,93
32128,70
32129,71
32132,20
32141,55
32159,60
32162,85
32163,88
32168,89
32169,28
32174,188
32176,51
32202,7
32204,6
32205,50
32206,27
32207,61
32208,42
32209,34
32210,109
32211,77
32216,87
32217,43
32218,180
32219,37
32220,24
32221,77
32222,36
32223,37
32224,56
32225,83
32226,44
32233,30
32234,9
32244,122
32246,111
32250,50
32254,29
32256,129
32257,62
32258,84
32259,144
32266,13
32277,44
32617,4
32696,23
32701,51
32703,158
32707,77
32708,107
32709,5
32712,131
32713,59
32714,98
32720,72
32723,5
32724,114
32725,139
32726,40
32730,14
32732,18
32736,32
32738,143
32744,12
32746,100
32750,59
32751,54
32754,21
32757,71
32763,66
32764,13
32765,118
32766,36
32771,133
32773,80
32776,52
32778,57
32779,51
32780,69
32789,57
32792,88
32796,65
32798,11
32801,64
32803,43
32804,31
32805,50
32806,51
32807,101
32808,166
32809,104
32810,103
32811,136
32812,112
32814,21
32816,7
32817,83
32818,148
32819,102
32820,35
32821,117
32822,192
32824,164
32825,150
32826,73
32827,52
32828,135
32829,68
32831,1
32832,112
32833,34
32835,139
32836,91
32837,167
32839,185
32901,47
32904,84
32905,82
32907,116
32920,68
32922,41
32926,59
32927,89
32931,29
32934,49
32935,72
32937,74
32940,91
32952,32
32953,85
32955,82
32960,149
32962,218
32968,131
33004,165
33009,828
33010,1015
33012,1548
33013,732
33014,1054
33015,842
33016,1043
33018,1271
33019,108
33020,558
33021,462
33023,1510
33024,760
33025,662
33026,247
33027,581
33028,229
33029,543
33030,439
33031,70
33032,958
33033,841
33034,365
33035,253
33054,704
33055,856
33056,544
33060,320
33062,180
33063,737
33064,827
33065,509
33066,155
33067,197
33068,545
33069,342
33071,317
33073,272
33076,263
33122,2999
33125,881
33126,3524
33127,322
33128,99
33129,109
33130,412
33131,208
33132,241
33133,298
33134,463
33135,794
33136,202
33137,260
33138,247
33139,379
33140,187
33141,427
33142,892
33143,288
33144,620
33145,323
33146,100
33147,852
33149,75
33150,354
33154,120
33155,689
33156,218
33157,907
33158,35
33160,483
33161,547
33162,490
33165,860
33166,9224
33167,313
33168,355
33169,502
33170,291
33172,3525
33173,376
33174,483
33175,842
33176,460
33177,860
33178,2371
33179,596
33180,304
33181,188
33182,1623
33183,454
33184,337
33185,376
33186,1263
33187,297
33189,365
33190,186
33192,775
33193,600
33194,65
33195,1955
33196,610
33198,1426
33301,127
33304,175
33305,71
33306,30
33308,162
33309,610
33311,2372
33312,567
33313,744
33314,461
33315,305
33316,169
33317,332
33319,492
33321,496
33322,520
33323,197
33324,375
33325,276
33326,251
33327,110
33328,183
33330,94
33331,159
33332,194
33334,370
33351,1764
33388,8
33401,253
33403,106
33404,322
33405,204
33406,358
33407,339
33408,122
33409,625
33410,259
33411,716
33412,148
33413,226
33414,439
33415,679
33417,361
33418,236
33426,265
33428,389
33431,152
33432,202
33433,348
33434,172
33435,375
33436,406
33437,324
33441,335
33442,343
33444,211
33445,296
33446,266
33449,88
33455,139
33458,263
33460,326
33461,621
33462,348
33463,646
33467,510
33469,96
33470,401
33472,140
33473,93
33477,52
33478,83
33480,39
33483,92
33484,244
33486,136
33487,188
33493,19
33496,235
33498,130
33510,65
33511,148
33527,26
33534,42
33541,80
33543,119
33544,62
33545,114
33547,81
33548,24
33549,47
33556,87
33558,72
33559,46
33563,65
33565,50
33566,51
33567,23
33569,59
33570,111
33572,81
33573,96
33578,208
33579,153
33584,68
33592,18
33594,77
33596,65
33598,87
33602,45
33603,38
33604,100
33605,33
33606,63
33607,76
33609,36
33610,121
33611,82
33612,146
33613,94
33614,239
33615,178
33616,44
33617,115
33618,67
33619,156
33624,123
33625,73
33626,79
33629,41
33634,135
33635,42
33637,50
33647,171
33701,44
33702,71
33703,39
33704,26
33705,63
33706,30
33707,47
33708,24
33709,56
33710,62
33711,39
33712,73
33713,61
33714,33
33715,12
33716,42
33755,49
33756,64
33759,36
33760,40
33761,34
33762,12
33763,41
33764,64
33765,36
33770,38
33771,56
33772,53
33773,31
33774,20
33776,26
33777,36
33778,31
33781,59
33782,45
33801,74
33803,68
33805,66
33809,60
33810,139
33811,72
33812,28
33813,72
33815,24
33823,79
33830,68
33837,270
33839,18
33844,218
33850,43
33860,54
33868,21
33880,99
33881,132
33884,120
33896,132
33897,122
33901,220
33903,248
33904,300
33905,381
33907,201
33908,245
33909,494
33912,134
33913,231
33914,450
33916,262
33917,348
33919,227
33920,65
33922,36
33928,197
33931,38
33936,391
33946,5
33947,86
33948,163
33950,165
33952,375
33953,93
33954,124
33955,97
33956,29
33966,119
33967,194
33971,428
33972,234
33973,163
33974,261
33976,331
33980,118
33981,159
33982,170
33983,141
33990,371
33991,298
33993,525
34102,39
34103,67
34104,228
34105,105
34108,64
34109,160
34110,121
34112,227
34113,179
34114,209
34116,464
34117,252
34119,229
34120,479
34134,58
34135,321
34145,97
34201,21
34202,122
34203,326
34205,299
34207,310
34208,362
34209,188
34210,137
34211,206
34212,149
34219,346
34221,134
34222,33
34223,91
34224,108
34228,16
34229,31
34231,175
34232,242
34233,130
34234,223
34235,137
34236,79
34237,137
34238,105
34239,85
34240,165
34241,110
34242,10
34243,231
34251,66
34266,227
34269,33
34275,167
34285,109
34286,194
34287,202
34288,167
34289,27
34291,90
34292,78
34293,301
34420,53
34431,33
34432,50
34433,26
34434,34
34442,47
34453,29
34465,44
34470,53
34471,105
34472,112
34473,110
34474,58
34475,47
34476,98
34479,35
34480,72
34481,67
34482,61
34484,28
34491,89
34606,62
34607,15
34608,82
34609,111
34610,36
34637,27
34638,102
34639,59
34652,50
34653,64
34654,45
34655,109
34667,66
34668,105
34669,31
34677,41
34683,48
34684,52
34685,32
34688,18
34689,42
34690,34
34691,40
34695,34
34698,66
34705,8
34711,164
34714,94
34715,100
34731,37
34734,11
34736,89
34737,14
34741,205
34743,116
34744,241
34746,275
34747,106
34748,117
34753,32
34756,14
34758,142
34759,128
34760,1
34761,179
34762,24
34769,77
34771,140
34772,144
34773,33
34777,1
34785,52
34786,120
34787,305
34788,70
34797,8
34945,61
34946,84
34947,185
34949,54
34950,192
34951,174
34952,430
34953,949
34956,55
34957,202
34981,65
34982,283
34983,460
34984,207
34986,302
34987,354
34990,273
34994,153
34996,69
34997,350
